,value,cash_balance,btc_balance,gold_balance,price_btc,price_gold,sell_btc,sell_gold,buy_btc,buy_gold,cash_remain
0,999.8282841639374,995.5846667289734,0.006960515613230372,0.0,621.6500244140625,1324.5999755859375,0.0,0.0,4.415310919284821,1.5934469514007476e-23,995.5846667289734
1,995.9568513581371,780.2680211629771,0.35305577854519105,8.623382311357154e-26,609.6699829101562,1324.5999755859375,0.0002646978969886907,0.0002646978969886907,215.47476668563453,1.153791111019383e-22,780.2680211629771
2,991.1008367624465,616.920699302937,0.6145989503597982,1.4109729615079114e-25,610.9199829101562,1323.6500244140625,0.012336203150124738,0.012336203150124738,170.73304969124774,7.366615512473784e-23,616.920699302937
3,985.0729907152574,223.62413140587512,1.2474996776075156,1.4400665838473761e-25,608.8200073242188,1321.75,0.0044794459032430145,0.0044794459032430145,395.96918219361004,3.913732986157262e-24,223.62413140587512
4,981.9413108462188,183.62242653551877,1.310631747154713,1.4420164492661408e-25,610.3800048828125,1310.800048828125,0.027600898003279903,0.027600898003279903,56.51180398148691,2.5999981109596204e-25,183.62242653551877
5,977.962212774708,160.55214670958475,1.3465506320051683,1.442611370475244e-25,609.1099853515625,1308.3499755859375,0.03027770975192047,0.03027770975192047,41.14389507905101,7.931563969698122e-26,160.55214670958475
6,982.9003776286228,100.72643079687853,1.4424505742184004,1.4425886700819365e-25,607.0399780273438,1308.3499755859375,0.017226761895356508,0.017226761895356508,70.07390241189691,1.8978006474225067e-25,100.72643079687853
7,979.983590169265,106.44016009638253,1.431592498365728,1.4425811034032357e-25,611.5800170898438,1308.3499755859375,0.04298816747283492,0.04298816747283492,20.051168353709752,2.658885509150343e-26,106.44016009638253
8,976.5260036526524,155.38162954185333,1.3491019786770366,1.4426689775942798e-25,610.1900024414062,1314.8499755859375,0.09817553328748843,0.09817553328748843,9.766141796863513,1.2595856134347723e-26,155.38162954185333
9,961.0410357967542,719.5444857889074,0.40324697441702395,1.4447640078559162e-25,608.6599731445312,1313.800048828125,0.9469585686234228,0.9469585686234228,0.6854035263228806,2.9317974654952535e-25,719.5444857889074
10,959.0743003793527,738.5280925811276,0.36916443056340204,2.1884167776668253e-25,598.8800048828125,1326.0999755859375,0.07621142907698411,0.07621142907698411,25.745044275199565,1.0220883472951416e-22,738.5280925811276
11,952.0184744578796,520.878009603103,0.7257279363927411,5.548688078186699e-25,597.4199829101562,1339.0999755859375,0.01179044015380158,0.01179044015380158,224.55307285768487,4.730644383677906e-22,520.878009603103
12,957.2261239515826,36.48142290910772,1.5247146678107888,5.383466597206467e-25,594.0800170898438,1338.6500244140625,0.0019813131822831297,0.0019813131822831297,485.5501235389924,1.9414730501133993e-23,36.48142290910772
13,949.438628605772,293.64830613443615,1.089823400661652,5.254185484169114e-25,603.8800048828125,1338.6500244140625,0.44320136532852783,0.44320136532852783,5.12074445865087,1.1689414090058497e-22,293.64830613443615
14,944.5800938035154,277.52121245802664,1.1136580571915968,5.06161143313133e-25,601.739990234375,1338.6500244140625,0.06136645950388098,0.06136645950388098,52.31522319403285,3.214894072207611e-22,277.52121245802664
15,950.1183867900694,29.01873080873827,1.5200667083329393,5.130609204836063e-25,598.97998046875,1340.5,0.004291240316320051,0.004291240316320051,251.02142674409424,9.670592735880273e-23,29.01873080873827
16,946.9373620902835,140.41647515202555,1.3316177286235027,6.919428701739756e-25,605.9600219726562,1327.0,0.20931609471100793,0.20931609471100793,12.902705296237361,5.220455178712942e-22,140.41647515202555
17,942.5953358481477,148.55583549915926,1.314961550803249,2.1613542012191594e-24,605.6699829101562,1322.5,0.08803873455119061,0.08803873455119061,44.11661012689665,2.701286623540343e-21,148.55583549915926
18,948.2444188665532,22.285206154122076,1.519485371362091,5.123480093027124e-25,603.8499755859375,1318.0999755859375,0.010182981807994712,0.010182981807994712,132.29664279486383,4.344776797649144e-22,22.285206154122076
19,954.8436545669289,48.03462810828191,1.4749178876029174,4.35144794805019e-25,609.3900146484375,1322.5,0.07975079025135781,0.07975079025135781,21.87792449699309,4.120730003095291e-22,48.03462810828191
20,946.7237465609948,343.770697158079,0.9836423188597994,2.0557952344686108e-25,614.8200073242188,1322.5,0.5021039982049249,0.5021039982049249,6.793430720441658,2.404244698557126e-21,343.770697158079
21,943.0905833236998,300.29789872402927,1.050572379257024,6.310860889853776e-26,612.97998046875,1322.5,0.06494815383271815,0.06494815383271815,82.4884838445149,8.036285228296581e-21,300.29789872402927
22,937.5517658780693,201.4585252735177,1.2074624298749455,7.641107178625266e-24,611.8499755859375,1313.300048828125,0.03588314105750088,0.03588314105750088,120.3553704508907,1.0100818088341508e-20,201.4585252735177
23,931.7019005764121,100.44537964942128,1.369044650604719,7.035005405180962e-24,609.6199951171875,1283.300048828125,0.020261084846209827,0.020261084846209827,113.11767682021147,7.019252405455297e-22,100.44537964942128
