,cash_balance,btc_balance,gold_balance,price_btc,price_gold,value,sell_btc,sell_gold,sell_btc_ratio,sell_gold_ratio,buy_no_ratio,buy_btc_ratio,buy_gold_ratio,buy_btc,buy_gold,cash_remain
0,0.0,1.5764497088594198,0.0,621.6500244140625,1324.5999755859375,961.1140670590432,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1000.0,0.0,0.0
1,0.0,1.5764497088594198,0.0,609.6699829101562,1324.5999755859375,963.0846291951176,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2,0.0,1.5764497088594198,0.0,610.9199829101562,1323.6500244140625,959.7741232940544,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3,0.0,1.5764497088594198,0.0,608.8200073242188,1321.75,962.2333809911211,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4,0.0,1.5764497088594198,0.0,610.3800048828125,1310.800048828125,960.2312590708361,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,0.0,1.5764497088594198,0.0,609.1099853515625,1308.3499755859375,956.9679966272347,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6,0.0,1.5764497088594198,0.0,607.0399780273438,1308.3499755859375,964.1251398855231,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7,0.0,1.5764497088594198,0.0,611.5800170898438,1308.3499755859375,961.9338516976835,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8,0.0,1.5764497088594198,0.0,610.1900024414062,1314.8499755859375,959.5218374580786,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0.0,1.5764497088594198,0.0,608.6599731445312,1313.800048828125,944.1042093392377,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0.0,1.5764497088594198,0.0,598.8800048828125,1326.0999755859375,941.8025581255154,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11,0.0,1.5764497088594198,0.0,597.4199829101562,1339.0999755859375,936.5372699804833,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
12,0.0,1.5764497088594198,0.0,594.0800170898438,1338.6500244140625,951.9864578835347,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
13,0.0,1.5764497088594198,0.0,603.8800048828125,1338.6500244140625,948.6128324140506,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
