,value,cash_balance,btc_balance,gold_balance,price_btc,price_gold,sell_btc,sell_gold,buy_btc,buy_gold,cash_remain
0,1000.0000120481433,1000.0,1.9761745949633952e-08,0.0,621.6500244140625,1324.5999755859375,0.0,0.0,1.2535601889851478e-05,0.0,1000.0
1,1000.0000401399498,999.9998925977333,2.415082509470891e-07,0.0,609.6699829101562,1324.5999755859375,1.9761484457643814e-08,1.9761484457643814e-08,0.00015024507326913915,0.0,999.9998925977333
2,999.9999895213074,999.9997391609409,4.1122230465002366e-07,0.0,610.9199829101562,1323.6500244140625,2.415000169993625e-07,2.415000169993625e-07,0.00025634580923047256,0.0,999.9997391609409
3,1000.0000015116234,999.9995076469112,8.091102400065776e-07,0.0,608.8200073242188,1321.75,4.111719595502317e-07,4.111719595502317e-07,0.0005026243379008989,0.0,999.9995076469112
4,999.9999874844382,999.9999320264538,9.104757054195157e-08,0.0,610.3800048828125,1310.800048828125,8.091048386129923e-07,8.091048386129923e-07,5.6704407805430285e-05,0.0,999.9999320264538
5,999.9999739897105,999.9999267703495,7.778624597157688e-08,0.0,609.1099853515625,1308.3499755859375,9.104709297843879e-08,9.104709297843879e-08,4.834702883224077e-05,0.0,999.9999267703495
6,1000.0000000033186,999.999973045235,4.407940562259159e-08,0.0,607.0399780273438,1308.3499755859375,7.778609760608697e-08,7.778609760608697e-08,2.7303950364094532e-05,0.0,999.999973045235
7,1000.0000124324439,999.9999994641349,2.125290314178281e-08,0.0,611.5800170898438,1308.3499755859375,4.407936883986919e-08,4.407936883986919e-08,1.326309017457381e-05,0.0,999.9999994641349
8,999.9999884029928,999.9999525683975,5.8874571808024805e-08,0.0,610.1900024414062,1314.8499755859375,2.125284487028267e-08,2.125284487028267e-08,3.665779546794754e-05,0.0,999.9999525683975
9,1000.0000060105532,999.9999876862673,3.059759168133268e-08,0.0,608.6599731445312,1313.800048828125,5.887451566085778e-08,5.887451566085778e-08,1.9003566486238886e-05,0.0,999.9999876862673
10,999.9999830024277,999.9999460393731,6.187113869673644e-08,0.0,598.8800048828125,1326.0999755859375,3.059750778843786e-08,3.059750778843786e-08,3.7809528166356554e-05,0.0,999.9999460393731
11,999.9999915860907,999.9999226583458,1.1602434505806031e-07,0.0,597.4199829101562,1339.0999755859375,6.187083629654244e-08,6.187083629654244e-08,7.072967508349973e-05,0.0,999.9999226583458
12,999.9999928883434,999.9996921812227,4.979583995122012e-07,0.0,594.0800170898438,1338.6500244140625,1.1601903388503825e-07,1.1601903388503825e-07,0.00030186120329640814,0.0,999.9996921812227
13,999.9999721492478,999.9998676630161,1.7364016591235086e-07,0.0,603.8800048828125,1338.6500244140625,4.979551940037814e-07,4.979551940037814e-07,0.00010699580458832926,0.0,999.9998676630161
