,cash_balance,btc_balance,gold_balance,price_btc,price_gold,value,sell_btc,sell_gold,sell_btc_ratio,sell_gold_ratio,buy_no_ratio,buy_btc_ratio,buy_gold_ratio,buy_btc,buy_gold,cash_remain
0,0.0,0.698005698005698,0.3891509433962264,702.0,1272.0,987.9184724007705,0.0,0.0,0.0,0.0,0.0,0.5,0.5,500.0,500.0,0.0
1,0.0,0.698005698005698,0.3891509433962264,697.010009765625,1288.449951171875,1019.2240729001571,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2,0.0,0.698005698005698,0.3891509433962264,733.3300170898438,1303.75,985.235935230252,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
3,0.0,0.698005698005698,0.3891509433962264,686.1699829101562,1301.0,984.2053854317459,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
4,0.0,0.698005698005698,0.3891509433962264,683.6900024414062,1302.800048828125,998.9332886185114,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
5,0.0,0.698005698005698,0.3891509433962264,704.7899780273438,1302.800048828125,1003.9659250381717,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
6,0.0,0.698005698005698,0.3891509433962264,712.0,1302.800048828125,994.8562776192039,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
7,0.0,0.698005698005698,0.3891509433962264,709.9600219726562,1283.050048828125,993.8927820291095,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
8,0.0,0.698005698005698,0.3891509433962264,708.969970703125,1282.3499755859375,1001.8712711195815,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
9,0.0,0.698005698005698,0.3891509433962264,720.9299926757812,1281.4000244140625,996.859931865828,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
10,0.0,0.698005698005698,0.3891509433962264,721.5,1267.5,980.5538501195073,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
11,0.0,0.698005698005698,0.3891509433962264,715.4500122070312,1236.449951171875,972.3592700413823,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
12,0.0,0.698005698005698,0.3891509433962264,703.7100219726562,1236.449951171875,971.3611270055806,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
13,0.0,0.698005698005698,0.3891509433962264,702.280029296875,1236.449951171875,965.3866961550495,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
14,0.0,0.698005698005698,0.3891509433962264,706.4600219726562,1213.5999755859375,973.6879430224496,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
