,cash_balance,btc_balance,gold_balance,price_btc,price_gold,value,sell_btc,sell_gold,sell_btc_ratio,sell_gold_ratio,buy_no_ratio,buy_btc_ratio,buy_gold_ratio,buy_btc,buy_gold,cash_remain
0,0.0,0.7882248544297099,0.0,621.6500244140625,1324.5999755859375,980.5570335295216,0.0,0.0,0.0,0.0,0.0,0.5,0.5,500.0,500.0,0.0
1,0.0,1.1900816078662726,0.18684886347707974,609.6699829101562,1324.5999755859375,974.3671382425309,0.0,0.0,0.0,0.0,0.0,0.5,0.5,250.0,250.0,0.0
2,0.0,1.1900816078662726,0.18684886347707974,610.9199829101562,1323.6500244140625,971.5129785183923,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
3,0.0,1.1900816078662726,0.18684886347707974,608.8200073242188,1321.75,971.3235169895966,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
4,0.0,1.1900816078662726,0.18684886347707974,610.3800048828125,1310.800048828125,969.3542967030867,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
5,0.0,1.1900816078662726,0.18684886347707974,609.1099853515625,1308.3499755859375,966.8908190583854,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
6,0.0,1.1900816078662726,0.18684886347707974,607.0399780273438,1308.3499755859375,972.2938360456612,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
7,0.0,1.1900816078662726,0.18684886347707974,611.5800170898438,1308.3499755859375,971.854122790492,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
8,0.0,1.1900816078662726,0.18684886347707974,610.1900024414062,1314.8499755859375,969.8370854433531,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
9,0.0,1.1900816078662726,0.18684886347707974,608.6599731445312,1313.800048828125,960.4963524251143,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
10,0.0,1.1900816078662726,0.18684886347707974,598.8800048828125,1326.0999755859375,961.1878423535775,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
11,0.0,1.1900816078662726,0.18684886347707974,597.4199829101562,1339.0999755859375,957.1289375948365,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
12,0.0,1.1900816078662726,0.18684886347707974,594.0800170898438,1338.6500244140625,968.7917228245627,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
13,0.0,1.1900816078662726,0.18684886347707974,603.8800048828125,1338.6500244140625,966.2449307508928,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
14,0.0,1.1900816078662726,0.18684886347707974,601.739990234375,1338.6500244140625,963.3059597269839,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
15,0.0,1.1900816078662726,0.18684886347707974,598.97998046875,1340.5,969.0903190859854,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
